ticker,empresa,cd_cvm,setor,preco_data,valor_mercado_brl,liquidez_63d_brl,pl,pvpa,roe_ltm,roe_med5,div_liq_ebitda,cagr_receita,cagr_lucro,conversao_caixa,status,criterios_reprovados,criterios_nao_avaliados,ultima_demonstracao,dt_receb_ultimo_doc,link_doc,fontes
,BCO DAYCOVAL S.A.,20796,Bancos,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-29,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158485,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BRSR3,BRSR5,BRSR6",BCO ESTADO DO RIO GRANDE DO SUL S.A.,1210,Bancos,2026-07-27,,27416754.73015873,indisponivel,indisponivel,0.00,dado_insuficiente,nao_aplicavel,29.68,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157350,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BMEB3,BMEB4",BCO MERCANTIL DO BRASIL S.A.,1325,Bancos,2026-07-27,6517568510.0,2168608.8571428573,indisponivel,2.18,indisponivel,dado_insuficiente,nao_aplicavel,34.68,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156672,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"PINE3,PINE4",BCO PINE S.A,20567,Bancos,2026-07-27,3399057425.44,16323550.412698412,indisponivel,1.96,indisponivel,dado_insuficiente,nao_aplicavel,33.01,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; Lucro positivo nos 5 anos,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157296,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"SANB11,SANB3,SANB4",BCO SANTANDER (BRASIL) S.A.,20532,Bancos,2026-07-27,102168718400.0,86582299.93650794,indisponivel,0.81,indisponivel,dado_insuficiente,nao_aplicavel,20.14,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-04-29,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156458,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
CCTY3,BELORA RDVC CITY DESENVOLVIMENTO IMOBILIÁRIO S.A.,27570,"Construção Civil, Mat. Constr. e Decoração",2026-04-14,1259939.4400000002,33095.444444444445,indisponivel,0.31,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,2025-09-30,2025-11-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152742,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BIONEXO S.A.,25925,Comunicação e Informática,,,,indisponivel,indisponivel,-52.85,-7.26,indisponivel,15.86,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157654,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.,26204,Brinquedos e Lazer,,,,indisponivel,indisponivel,-1.58,1.22,0.56,48.53,turnaround,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157633,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
SOJA3,BOA SAFRA SEMENTES S.A.,25704,Alimentos,2026-07-27,835086436.16,5025756.031746032,33.87,0.62,1.85,dado_insuficiente,5.70,dado_insuficiente,dado_insuficiente,-3.98,DADOS_INSUFICIENTES,P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157331,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BRAP3,BRAP4",BRADESPAR S.A.,18724,Emp. Adm. Part. - Extração Mineral,2026-07-27,8101392250.0,43212725.46031746,4.27,1.03,24.77,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,0.52,DADOS_INSUFICIENTES,P/VPA < 1; CFO positivo em >=4 dos 5 anos,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,2023-12-31,2024-03-27,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135181,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BRASIL BIOFUELS S.A.,27375,Energia Elétrica,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2025-09-30,2025-12-19,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153925,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,27499,Telecomunicações,,,,indisponivel,indisponivel,-1.95,dado_insuficiente,3.08,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157118,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BRKM3,BRKM5,BRKM6",BRASKEM S.A.,4820,Petroquímicos e Borracha,2026-07-27,,61782797.93650793,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,18.09,-9.54,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157346,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",27316,Telecomunicações,,,,indisponivel,indisponivel,9.83,dado_insuficiente,6.61,dado_insuficiente,dado_insuficiente,3.14,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157438,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BSLI3,BSLI4",BRB BANCO DE BRASILIA S.A.,14206,Bancos,2026-07-27,1435894806.12,105147.3492063492,indisponivel,0.37,indisponivel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2025-03-31,2025-08-29,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151706,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BRBI11,BRBI BR PARTNERS S.A,25860,Emp. Adm. Part. - Bancos,2026-07-27,,4405610.142857143,indisponivel,indisponivel,21.52,20.57,nao_aplicavel,9.00,6.00,-1.80,DADOS_INSUFICIENTES,CAGR receita > 10%; CAGR lucro > 10%; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156836,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,27693,Telecomunicações,,,,indisponivel,indisponivel,2.54,dado_insuficiente,2.24,dado_insuficiente,dado_insuficiente,10.41,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157173,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BRK AMBIENTAL PARTICIPAÇÕES S.A.,24830,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",,,,indisponivel,indisponivel,-1.90,-1.57,5.96,8.47,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157502,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BRQB,BRQ SOLUCOES EM INFORMATICA S.A.,23817,Comunicação e Informática,,,,indisponivel,indisponivel,68.36,39.06,indisponivel,-1.30,16.26,0.63,DADOS_INSUFICIENTES,CAGR receita > 10%; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157499,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,27391,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,9.57,dado_insuficiente,3.76,dado_insuficiente,dado_insuficiente,-2.49,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157602,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BTG PACTUAL COMMODITIES SERTRADING S.A.,27774,Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,10.08,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,-2.67,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157047,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
CXSE3,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,23795,Emp. Adm. Part. - Seguradoras e Corretoras,2026-07-27,62160000000.0,100738475.92063493,14.15,4.51,32.15,30.04,nao_aplicavel,serie_nao_comparavel,22.66,0.87,DADOS_INSUFICIENTES,P/VPA < 1; P/L positivo e baixo,Dívida líq./EBITDA < 3; CAGR receita > 10%; Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156895,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CANTU STORE S.A.,26646,Emp. Adm. Part. - Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,-0.45,dado_insuficiente,2.61,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-08,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157008,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CEL PARTICIPAÇÕES S.A. - CELPAR,16675,Emp. Adm. Part. - Educação,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,indisponivel,11.82,-30.35,indisponivel,DADOS_INSUFICIENTES,CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157516,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,24597,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,11.70,14.32,indisponivel,0.92,-19.39,2.29,DADOS_INSUFICIENTES,CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%),P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157362,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CERRADINHO BIOENERGIA S.A.,26522,"Agricultura (Açúcar, Álcool e Cana)",,,,indisponivel,indisponivel,indisponivel,16.95,indisponivel,22.22,-7.20,indisponivel,DADOS_INSUFICIENTES,CAGR lucro > 10%; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2025-12-31,2026-02-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154712,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
GPAR3,CIA CELG DE PARTICIPACOES - CELGPAR,21393,Emp. Adm. Part. - Energia Elétrica,2026-07-16,837394760.0,2420.0526315789475,indisponivel,1.13,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-09-30,2025-11-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153273,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"CEDO3,CEDO4",CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,Têxtil e Vestuário,2026-07-24,77661460.37,36557.50793650794,indisponivel,0.27,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-09-30,2025-11-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153162,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
SBSP3,CIA SANEAMENTO BASICO EST SAO PAULO,14443,"Saneamento, Serv. Água e Gás",2026-07-27,,407920043.84126985,indisponivel,indisponivel,20.28,dado_insuficiente,2.11,dado_insuficiente,dado_insuficiente,0.92,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156904,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
4030,CIA SIDERURGICA NACIONAL,4030,Metalurgia e Siderurgia,,,,indisponivel,indisponivel,-15.54,-8.82,4.42,-1.67,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157335,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,Intermediação Financeira,,,,indisponivel,indisponivel,16.11,15.69,nao_aplicavel,-1.61,turnaround,2.58,DADOS_INSUFICIENTES,CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157624,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,CLI SUL S.A.,27243,Serviços Transporte e Logística,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-08,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157000,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,COBRASMA S.A.,4448,"Máquinas, Equipamentos, Veículos e Peças",,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,indisponivel,4.87,turnaround,0.00,DADOS_INSUFICIENTES,CAGR receita > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157567,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,COMERC ENERGIA S.A.,26280,Energia Elétrica,,,,indisponivel,indisponivel,-7.38,0.09,7.59,11.72,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156756,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,28002,Educação,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157345,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,Energia Elétrica,,,,indisponivel,indisponivel,-0.21,-0.98,3.24,-6.53,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157312,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
